101,PO Box 45532,9th Floor,2022-07-04,2022-08-22,Catherin Stuckey,24,,88,32,2816,21,
102,Suite 58,PO Box 11784,2022-07-05,2022-11-24,Julianne Hallybone,15,Wine - Soave Folonari,59,33,1947,7,2083.29
103,Suite 4,17th Floor,2022-04-30,2023-02-04,Ynez Hasser,30,"Syrup - Monin, Swiss Choclate",35,7,245,10,269.5
104,Room 921,Room 1392,2022-10-11,2022-12-08,Peta Scarborough,28,Rice Paper,19,71,1349,10,1483.9
105,PO Box 19411,PO Box 96426,2023-01-24,2022-08-31,Arnoldo Bayley,24,Cherries - Fresh,88,89,7832,21,9476.72
106,2nd Floor,Room 1989,2022-10-30,2023-05-11,Payton Jecks,45,Extract - Lemon,33,67,2211,10,2432.1
107,Suite 52,Apt 1622,2022-11-29,2023-01-21,Theressa Leneham,32,"Fish - Atlantic Salmon, Cold",69,60,4140,21,5009.4
108,10th Floor,Apt 1943,2023-03-22,2024-03-18,Alf Gingedale,45,"Chicken - White Meat, No Tender",13,51,663,21,802.23
109,17th Floor,PO Box 55574,2023-01-18,2022-12-08,Rosco Inseal,29,Bagelers - Cinn / Brown,79,14,1106,7,1183.42
110,,,2022-04-12,2022-08-08,,47,Butter - Unsalted,79,32,2528,10,2780.8
111,Room 1809,Room 586,2023-03-15,2022-11-10,Shurwood Rylett,17,"Juice - Grape, White",94,93,8742,10,9616.2
112,Room 1862,Apt 1367,2022-12-29,2022-06-15,Chick Pennino,5,Beans - French,26,80,2080,7,2225.6
113,PO Box 2319,PO Box 30256,2023-01-11,2022-06-01,Katrina Yard,12,Wine - Vouvray Cuvee Domaine,1,80,80,21,96.8
114,8th Floor,Apt 1766,2022-10-23,2022-12-04,Ruth Grishakin,31,"Chicken - White Meat, No Tender",23,53,1219,7,1304.33
115,,,2022-07-01,2023-02-24,,15,"Sauce - Apple, Unsweetened",47,32,1504,21,1819.84
116,PO Box 41105,PO Box 59090,2022-11-13,2023-05-13,Gretchen Brompton,9,Gatorade - Lemon Lime,74,59,4366,21,5282.86
117,Suite 78,Room 962,2022-12-28,2022-11-05,Tally Bound,17,"Pasta - Gnocchi, Potato",18,59,1062,10,1168.2
118,Suite 38,Suite 98,2022-06-01,2024-01-11,Rafaelia McShee,26,Paper Cocktail Umberlla 80 - 180,89,89,7921,21,9584.41
