201,Suite 40,Suite 11,2022-10-05,2022-08-25,Marcelle Loddy,14,Chick Peas - Canned,37,73,2701,7,2890.07
202,Suite 85,Room 142,2023-03-18,2024-03-04,Dieter Bard,36,Anchovy In Oil,28,23,644,21,779.24
203,Room 152,PO Box 18111,2022-07-04,2023-01-24,Thedric Spleving,39,Bacardi Breezer - Tropical,22,76,1672,7,1789.04
204,Room 470,Room 144,2022-12-28,2023-09-08,Levin Belf,34,Lettuce - Lolla Rosa,97,32,3104,10,3414.4
205,PO Box 77879,Room 391,2022-11-06,2023-06-05,Guthrey Rosling,20,,82,95,7790,7,
206,PO Box 21551,Apt 202,2022-11-01,2022-11-28,Daveen Mell,17,Cod - Fillets,25,15,375,7,401.25
207,Apt 1767,Apt 865,2022-09-11,2022-12-28,Maribelle Jorge,46,Pork - Bones,3,26,78,21,94.38
208,Apt 1227,Suite 18,2023-02-05,2022-05-19,Barry Tacker,17,Lamb - Shoulder,16,78,1248,10,1372.8
209,13th Floor,Room 1917,2022-07-22,2022-10-12,Ibby Schaffler,39,Extract - Rum,71,70,4970,10,5467
210,Suite 49,Suite 43,2022-07-09,2022-05-18,Wilow Knuckles,10,Island Oasis - Raspberry,72,45,3240,7,3466.8
211,Suite 10,Apt 165,2022-12-17,2023-11-04,Juana Pavelin,34,Onions - Pearl,27,93,2511,10,2762.1
212,Apt 405,Room 967,2023-04-01,2024-03-06,Alessandra Center,17,Kellogs Special K Cereal,67,70,4690,10,5159
213,Suite 37,Room 668,2022-06-15,2023-03-15,Timi Edbrooke,50,,67,76,5092,21,
214,PO Box 57420,Apt 490,2022-04-18,2023-04-14,Hewe Tather,33,Chicken - Whole Fryers,7,30,210,7,224.7
215,Apt 1388,Suite 53,2022-05-19,2023-01-26,Etta Albasini,5,Kellogs All Bran Bars,84,97,8148,7,8718.36
216,PO Box 77975,20th Floor,2022-12-12,2022-06-03,Alfonso Sager,42,Fruit Salad Deluxe,85,76,6460,7,6912.2
217,,,2022-11-22,2024-02-04,,22,Honey - Liquid,74,73,5402,10,5942.2
218,6th Floor,Room 713,2022-06-06,2023-01-30,Dino Bergin,43,Sobe - Orange Carrot,16,13,208,21,251.68
219,Apt 184,PO Box 15030,2022-11-14,2023-12-31,Tootsie Ruppel,12,Five Alive Citrus,7,73,511,21,618.31
220,Apt 294,PO Box 50998,2022-09-28,2022-10-09,Dolley Folbigg,30,Ice Cream - Life Savers,87,71,6177,21,7474.17
221,Room 1395,PO Box 75997,2022-05-04,2023-02-08,Bernadine McKeaney,9,Beef - Short Ribs,63,65,4095,21,4954.95
222,Apt 130,Apt 1883,2022-12-28,2023-09-05,Angele Tonbridge,2,Steam Pan - Half Size Deep,76,45,3420,21,4138.2
223,Suite 36,1st Floor,2022-08-05,2023-06-18,Doreen Hendrix,2,Salt And Pepper Mix - Black,84,55,4620,10,5082
224,Suite 41,Apt 1439,2023-01-29,2022-11-16,Leif Buckner,25,Flour - So Mix Cake White,74,69,5106,7,5463.42
225,14th Floor,PO Box 39104,2022-04-03,2022-12-19,Nariko Jorin,15,Lemon Grass,95,22,2090,10,2299
226,,,2022-11-16,2022-09-27,,32,Pate Pans Yellow,18,53,954,21,1154.34
227,Apt 880,5th Floor,2022-05-21,2023-05-24,Ephrem Hamblington,40,Pie Shell - 9,69,63,4347,7,4651.29
228,Room 572,Suite 33,2022-06-10,2022-08-27,Hedwig Itzkovitch,35,Pate Pans Yellow,62,57,3534,10,3887.4
229,Suite 4,19th Floor,2023-02-08,2022-06-05,Horatio Gerhartz,28,Pasta - Orecchiette,42,7,294,21,355.74
230,11th Floor,PO Box 75904,2022-12-18,2022-12-19,Gib D'Elias,32,Chives - Fresh,30,19,570,21,689.7
231,,,2022-05-30,2023-08-13,,2,"Wine - Red, Mouton Cadet",60,56,3360,10,3696
232,17th Floor,Suite 79,2022-05-03,2022-06-06,Rosita Fillgate,29,"Cheese - Brie, Cups 125g",35,77,2695,21,3260.95
233,Room 1760,3rd Floor,2023-02-18,2022-06-17,Ami Messenbird,23,Pie Pecan,95,37,3515,10,3866.5
234,Suite 13,Apt 1667,2022-05-09,2023-02-19,Alaster Rumming,17,Sun - Dried Tomatoes,92,61,5612,21,6790.52
235,PO Box 56690,Apt 1175,2023-02-07,2022-06-03,Lyell Stephenson,22,Ginger - Fresh,44,78,3432,21,4152.72
236,20th Floor,Suite 19,2022-05-19,2023-02-13,Bertrand Meenehan,18,Apricots Fresh,5,81,405,21,490.05
237,Suite 22,Apt 1140,2022-05-20,2022-04-29,Colby Jimson,16,Sprouts - Brussel,100,71,7100,10,7810
238,Suite 99,Room 1563,2022-07-14,2022-08-26,Alla Hamfleet,30,Duck - Breast,100,81,8100,10,8910
239,3rd Floor,Apt 1411,2023-03-01,2023-06-16,Madlin Hoble,1,Pail With Metal Handle 16l White,25,99,2475,7,2648.25
240,Room 772,Suite 20,2022-12-09,2023-01-17,Kippie Daly,15,,74,96,7104,21,
241,Apt 1278,13th Floor,2022-05-09,2023-12-03,Karee Gotling,19,Calypso - Pineapple Passion,21,34,714,7,763.98
242,PO Box 1514,10th Floor,2022-12-03,2022-11-10,Kaylil Voase,33,Marjoram - Fresh,65,22,1430,7,1530.1
243,Apt 881,Room 1630,2022-09-15,2023-06-15,Konstantin Tranfield,7,"Tart Shells - Sweet, 4",22,82,1804,10,1984.4
244,PO Box 87997,Apt 1944,2022-06-28,2022-12-19,Mandy Jewsbury,15,,89,9,801,7,
